,City,Price(TL),ListingDate,Brand,Series,Model,Year,Kilometers,GearType,FuelType,BodyType,Color,EngineSize,EnginePower,DriveType,TradeInStatus,SellerType,VehicleTax(),District,DaysSinceListing,NumOriginalParts,NumLocalPaintedParts,NumPaintedParts,NumChangedParts,NumUnknownParts,HasDamage,HasHighDamage,DamageCost
3868,Ankara,435000,2025-04-07 00:00:00,Renault,Megane,1.6 Dynamique,2003,189500.0,Otomatik,LPG & Benzin,Hatchback/5,Mavi,1598.0,115.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Çankaya,7,0,1,1,1,10,,0,
3869,Antalya,470000,2025-04-09 00:00:00,Renault,Clio,1.5 dCi SportTourer Joy,2014,208000.0,Düz,Dizel,Station wagon,Beyaz,1461.0,75.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,3661,Kepez,5,9,0,4,0,0,1.0,0,50000.0
3870,Karabük,750000,2025-04-07 00:00:00,Renault,Clio,1.5 dCi Touch,2015,45000.0,Düz,Dizel,Station wagon,Gri,1461.0,75.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,1.606,,7,0,0,0,1,12,1.0,0,12000.0
3871,Samsun,409500,2025-04-07 00:00:00,Renault,Megane,1.5 dCi Authentique,2009,274000.0,Düz,Dizel,Sedan,Gri (Gümüş),1461.0,80.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Terme,7,0,0,4,0,9,1.0,0,1923.0
3872,Kayseri,630000,2025-04-07 00:00:00,Renault,Megane,1.5 dCi Expression,2011,183000.0,Düz,Dizel,Hatchback/3,Bej,1461.0,110.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,1.135,Melikgazi,7,13,0,0,0,0,0.0,0,
3873,Kayseri,325000,2025-04-07 00:00:00,Renault,Clio,1.5 dCi Perfect,2005,370000.0,Düz,Dizel,Sedan,Beyaz,1461.0,80.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Pınarbaşı,7,0,0,13,0,0,0.0,0,
3874,Kahramanmaraş,650000,2025-04-07 00:00:00,Renault,Fluence,1.5 dCi Touch,2016,205000.0,Düz,Dizel,Sedan,Beyaz,1461.0,90.0,Önden Çekiş,Belirtilmemis,Sahibinden,3661,Andırın,7,8,0,4,1,0,,0,
3875,Bursa,315000,2025-04-07 00:00:00,Renault,Clio,1.4 RNA,2000,235000.0,Düz,LPG & Benzin,Sedan,Gri,1390.0,75.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,993,İnegöl,7,0,0,10,0,3,1.0,0,0.0
3876,Aydın,170000,2025-04-07 00:00:00,Renault,R 11,Flash S,1994,300000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1721.0,74.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,1612,Söke,7,0,0,0,0,13,,0,
3877,Antalya,375000,2025-04-07 00:00:00,Renault,Clio,1.5 dCi Alize,2004,240000.0,Düz,Dizel,Sedan,Beyaz,1461.0,65.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Kumluca,7,0,1,0,1,11,1.0,0,1600.0
3879,İstanbul,510000,2025-04-07 00:00:00,Renault,Scenic,1.6 Privilege,2008,207000.0,Otomatik,LPG & Benzin,MPV,Gri,1598.0,115.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,993,Pendik,7,0,0,0,0,13,1.0,0,12000.0
3880,Niğde,308000,2025-04-07 00:00:00,Renault,Clio,1.5 dCi Expression,2003,245000.0,Düz,Dizel,Sedan,Gri (metalik),1461.0,65.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Merkez,7,0,1,1,2,9,0.0,0,
3881,Kocaeli,365000,2025-04-07 00:00:00,Renault,Clio,1.2 Authentique,2006,223000.0,Düz,Benzin,Hatchback/5,Gri,1149.0,65.0,Önden Çekiş,Belirtilmemis,Sahibinden,499,Derince,7,0,5,4,4,0,,0,
3882,Antalya,345000,2025-04-07 00:00:00,Renault,Symbol,1.5 dCi Authentique,2008,261000.0,Düz,Dizel,Sedan,Gri,1461.0,65.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Kepez,7,0,1,5,1,6,1.0,0,8000.0
3883,Edirne,230000,2025-04-07 00:00:00,Renault,Megane,2.0 RXE,1998,320000.0,Düz,Benzin,Sedan,Bej,1998.0,115.0,Önden Çekiş,Belirtilmemis,Sahibinden,2487,,7,13,0,0,0,0,0.0,0,
3884,Balıkesir,645000,2025-04-07 00:00:00,Renault,Fluence,1.5 dCi Privilege,2012,235000.0,Yarı Otomatik,Dizel,Sedan,Gri,1461.0,110.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,2587,Altıeylül,7,0,0,0,0,13,1.0,0,9000.0
3885,İstanbul,698000,2025-04-07 00:00:00,Renault,Clio,1.0 SCe Joy,2021,161000.0,Düz,Benzin,Hatchback/5,Beyaz,999.0,72.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,4042,Büyükçekmece,7,13,0,0,0,0,,0,
3886,İstanbul,314999,2025-04-09 00:00:00,Renault,Clio,1.5 dCi Authentique,2005,255000.0,Düz,Dizel,Hatchback/5,Mavi,1461.0,86.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Fatih,5,10,1,0,2,0,,0,
3887,İzmir,150000,2025-04-09 00:00:00,Renault,R 9,1.4 Broadway GTE,1992,247600.0,Düz,LPG & Benzin,Sedan,Kırmızı,1390.0,83.0,Önden Çekiş,Belirtilmemis,Sahibinden,436.0,Bergama,5,0,0,4,2,7,,0,
3888,Antalya,385000,2025-04-09 00:00:00,Renault,Megane,1.6 Dynamique,2004,424000.0,Düz,LPG & Benzin,Hatchback/5,Mavi,1598.0,115.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Muratpaşa,5,0,0,0,0,13,1.0,0,5500.0
3889,Bursa,308000,2025-04-09 00:00:00,Renault,Twingo,1.2 Pack,1999,210000.0,Düz,Benzin,Hatchback/3,Yeşil,1149.0,58.0,Önden Çekiş,Belirtilmemis,Sahibinden,499,Nilüfer,5,13,0,0,0,0,0.0,0,
3890,İzmir,565000,2025-04-09 00:00:00,Renault,Symbol,1.4 Expression,2011,40500.0,Düz,Benzin,Sedan,Gri (Gümüş),1390.0,75.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,1.135,Karşıyaka,5,13,0,0,0,0,0.0,0,
3891,Ankara,710000,2025-04-08 00:00:00,Renault,Fluence,1.5 dCi Touch,2015,143000.0,Düz,Dizel,Sedan,Beyaz,1461.0,90.0,Önden Çekiş,Belirtilmemis,Sahibinden,3661,Pursaklar,6,8,1,4,0,0,1.0,0,25000.0
3892,Adana,160000,2025-04-09 00:00:00,Renault,R 9,1.4 Broadway GTE,1992,220000.0,Düz,LPG & Benzin,Sedan,Beyaz,1390.0,83.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Yüreğir,5,0,0,0,0,13,,0,
3893,İstanbul,730000,2025-04-08 00:00:00,Renault,Clio,1.5 dCi Joy,2018,144000.0,Düz,Dizel,Hatchback/5,Beyaz,1461.0,75.0,Önden Çekiş,Belirtilmemis,Sahibinden,4389,Başakşehir,6,13,0,0,0,0,1.0,0,5000.0
3894,İzmir,350000,2025-04-09 00:00:00,Renault,Clio,1.5 dCi Authentique,2008,284000.0,Düz,Dizel,Hatchback/5,Gri (Gümüş),1461.0,65.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,436.0,Buca,5,0,0,3,1,9,,0,
3895,Hatay,355000,2025-04-09 00:00:00,Renault,Symbol,1.5 dCi Authentique,2011,263000.0,Düz,Dizel,Sedan,Gri (Gümüş),1461.0,65.0,Önden Çekiş,Belirtilmemis,Sahibinden,2587,Antakya,5,7,0,3,3,0,1.0,0,17000.0
3896,Diyarbakır,380000,2025-04-09 00:00:00,Renault,Fluence,1.5 dCi Extreme,2011,285000.0,Düz,Dizel,Sedan,Siyah,1461.0,85.0,Önden Çekiş,Belirtilmemis,Sahibinden,2587,Yenişehir,5,1,0,12,0,0,,0,
3897,Gaziantep,215000,2025-04-09 00:00:00,Renault,Clio,1.4 RNA,2001,327000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1390.0,75.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Şahinbey,5,0,0,0,1,12,0.0,0,
3898,Şanlıurfa,680000,2025-04-08 00:00:00,Renault,Megane,1.5 dCi Touch,2018,168000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1461.0,110.0,Önden Çekiş,Belirtilmemis,Sahibinden,4389,Karaköprü,6,0,0,3,1,9,1.0,0,350000.0
3899,Şanlıurfa,254999,2025-04-09 00:00:00,Renault,Clio,1.4 Authentique,2004,245000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1390.0,75.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Karaköprü,5,0,0,0,0,13,,0,
3900,İstanbul,430000,2025-04-09 00:00:00,Renault,Clio,1.2 Expression,2009,125000.0,Düz,Benzin,Hatchback/3,Gri (Gümüş),1149.0,75.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,219.0,Zeytinburnu,5,9,2,1,1,0,1.0,0,5900.0
3902,Kayseri,385000,2025-04-09 00:00:00,Renault,Megane,1.6 Authentique,2004,236000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1598.0,115.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,436.0,Kocasinan,5,11,2,0,0,0,0.0,0,
3903,Kars,345000,2025-04-09 00:00:00,Renault,Clio,1.6 RXT,2002,291000.0,Düz,Benzin,Hatchback/5,Kırmızı,1598.0,90.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Kağızman,5,0,0,0,0,13,,0,
3904,Sakarya,310000,2025-04-09 00:00:00,Renault,Megane,1.6 RXT,2001,330000.0,Düz,LPG & Benzin,Sedan,Bej,1598.0,107.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,993,Adapazarı,5,0,0,0,0,13,,0,
3905,Antalya,140000,2025-04-09 00:00:00,Renault,R 9,1.4 Broadway,1987,190000.0,Düz,LPG & Benzin,Sedan,Diğer,1397.0,67.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,436.0,Kepez,5,13,0,0,0,0,,0,
3906,İzmir,300000,2025-04-09 00:00:00,Renault,Clio,1.4 RXT,2001,185000.0,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1390.0,98.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Bayraklı,5,0,1,2,2,8,1.0,0,9500.0
3907,Konya,195000,2025-04-09 00:00:00,Renault,R 9,1.4 Broadway RL,1997,223000.0,Düz,LPG & Benzin,Sedan,Beyaz,1390.0,83.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Beyşehir,5,0,0,0,0,13,,0,
3908,Gaziantep,410000,2025-04-09 00:00:00,Renault,Clio,1.5 dCi Authentique,2011,252000.0,Düz,Dizel,Hatchback/5,Beyaz,1461.0,65.0,Önden Çekiş,Belirtilmemis,Sahibinden,2587,Şahinbey,5,11,0,0,2,0,1.0,0,1000.0
3909,Mersin,380000,2025-04-09 00:00:00,Renault,Megane,1.5 dCi Privilege,2008,300000.0,Otomatik,Dizel,Sedan,Gri (Gümüş),1461.0,100.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Silifke,5,4,1,5,3,0,1.0,0,3584.0
3910,Kilis,720000,2025-04-08 00:00:00,Renault,Megane,1.6 Joy,2017,245000.0,Düz,Benzin,Sedan,Kahverengi,1598.0,115.0,Önden Çekiş,Belirtilmemis,Sahibinden,3661,Merkez,6,0,3,0,0,10,1.0,0,9300.0
3911,Denizli,175000,2025-04-09 00:00:00,Renault,R 9,1.4 Broadway GTE,1993,300000.0,Düz,LPG & Benzin,Sedan,Beyaz,1390.0,83.0,Önden Çekiş,Belirtilmemis,Sahibinden,436.0,Çivril,5,0,0,0,0,13,,0,
3912,Gaziantep,450000,2025-04-09 00:00:00,Renault,Megane,1.6 Touch,2013,310000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1598.0,110.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,2587,Şehitkamil,5,5,0,7,1,0,,0,
3913,İstanbul,475000,2025-04-09 00:00:00,Renault,Clio,1.2 Extreme,2011,152000.0,Düz,Benzin,Hatchback/5,Gri,1149.0,75.0,Önden Çekiş,Belirtilmemis,Sahibinden,1420,Beşiktaş,5,3,0,10,0,0,1.0,0,1013.0
3914,Konya,700000,2025-04-08 00:00:00,Renault,Latitude,1.5 dCi Executive,2012,270000.0,Düz,Dizel,Sedan,Siyah,1461.0,110.0,Önden Çekiş,Belirtilmemis,Sahibinden,2587,Ilgın,6,0,0,4,0,9,1.0,0,2000.0
3915,Bursa,390000,2025-04-09 00:00:00,Renault,Clio,1.5 dCi Expression,2009,251000.0,Düz,Dizel,Hatchback/5,Gri,1461.0,85.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,993,Yıldırım,5,0,2,1,0,10,0.0,0,
3916,Trabzon,719000,2025-04-08 00:00:00,Renault,Clio,1.5 dCi Joy,2018,164000.0,Düz,Dizel,Hatchback/5,Siyah,1461.0,75.0,Önden Çekiş,Belirtilmemis,Sahibinden,4389,Çarşıbaşı,6,0,1,1,0,11,0.0,0,
3918,Muğla,400000,2025-04-09 00:00:00,Renault,Megane,1.5 dCi Dynamique,2005,275000.0,Düz,Dizel,Sedan,Gri (titanyum),1461.0,86.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,436.0,Yatağan,5,0,0,0,0,13,,0,
3919,Bursa,592000,2025-04-09 00:00:00,Renault,Clio,1.5 dCi Touch,2016,160000.0,Düz,Dizel,Hatchback/5,Beyaz,1461.0,75.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,1.606,Nilüfer,5,0,0,5,0,8,1.0,0,464.0
3920,Kırıkkale,388000,2025-04-09 00:00:00,Renault,Megane,1.6 RTE,2000,255000.0,Düz,LPG & Benzin,Sedan,Kahverengi,1598.0,107.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Merkez,5,0,0,1,0,12,,0,
3921,Erzurum,425000,2025-04-09 00:00:00,Renault,Modus,1.5 dCi Dynamique,2006,249000.0,Düz,Dizel,MPV,Siyah,1461.0,80.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Yakutiye,5,13,0,0,0,0,,0,
3922,Gaziantep,480000,2025-04-09 00:00:00,Renault,Symbol,1.5 dCi Joy,2014,325000.0,Düz,Dizel,Sedan,Beyaz,1461.0,90.0,Önden Çekiş,Belirtilmemis,Sahibinden,3661,Şehitkamil,5,12,0,1,0,0,0.0,0,
3923,İstanbul,395000,2025-04-09 00:00:00,Renault,Megane,1.5 dCi Authentique,2009,265000.0,Düz,Dizel,Sedan,Gri (Gümüş),1461.0,85.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,993,Beykoz,5,0,0,4,1,8,,0,
3924,İstanbul,245000,2025-04-09 00:00:00,Renault,Megane,1.6 RTA,1998,317735.0,Düz,LPG & Benzin,Sedan,Füme,1598.0,90.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,436.0,Çatalca,5,0,0,0,0,13,,0,
3925,Kilis,690000,2025-04-08 00:00:00,Renault,Megane,1.5 dCi Sport Tourer Privilege,2012,260000.0,Yarı Otomatik,Dizel,Station wagon,Beyaz,1461.0,110.0,Önden Çekiş,Belirtilmemis,Sahibinden,2587,Merkez,6,0,0,0,0,13,0.0,0,
3926,Tokat,440000,2025-04-09 00:00:00,Renault,Megane,1.6 Expression,2006,154000.0,Düz,LPG & Benzin,Sedan,Bej,1598.0,110.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,,5,0,0,13,0,0,,0,
3927,Ankara,300000,2025-04-09 00:00:00,Renault,Clio,1.4 RNA,2000,269000.0,Düz,LPG & Benzin,Sedan,Gri,1390.0,75.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,993,Mamak,5,0,0,0,1,12,0.0,0,
3928,Çanakkale,530000,2025-04-09 00:00:00,Renault,Fluence,1.5 dCi Joy,2013,167250.0,Düz,Dizel,Sedan,Beyaz,1461.0,90.0,Önden Çekiş,Belirtilmemis,Sahibinden,2587,,5,0,0,0,0,13,,0,
3929,Mersin,536000,2025-04-09 00:00:00,Renault,Fluence,1.6 Extreme,2011,194000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1598.0,110.0,Önden Çekiş,Belirtilmemis,Sahibinden,2587,Toroslar,5,0,0,2,1,10,1.0,0,4000.0
3930,İstanbul,740000,2025-04-08 00:00:00,Renault,Fluence,1.5 dCi Icon,2015,220000.0,Düz,Dizel,Sedan,Beyaz,1461.0,110.0,Önden Çekiş,Belirtilmemis,Sahibinden,3661,Avcılar,6,13,0,0,0,0,0.0,0,
3931,Mersin,348000,2025-04-09 00:00:00,Renault,Megane,1.5 dCi Authentique,2005,350000.0,Düz,Dizel,Sedan,Lacivert,1461.0,86.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Mezitli,5,0,0,7,1,5,,0,
3932,İstanbul,616000,2025-04-09 00:00:00,Renault,Symbol,1.2 Touch,2016,105000.0,Düz,Benzin,Sedan,Beyaz,1149.0,75.0,Önden Çekiş,Belirtilmemis,Sahibinden,71882,Zeytinburnu,5,13,0,0,0,0,0.0,0,
3933,Denizli,392000,2025-04-09 00:00:00,Renault,Symbol,1.2 Joy,2013,325000.0,Düz,Benzin,Sedan,Beyaz,1149.0,75.0,Önden Çekiş,Belirtilmemis,Sahibinden,1420,Çivril,5,5,3,5,0,0,,0,
3934,Van,580000,2025-04-09 00:00:00,Renault,Megane,1.6 Joy,2017,295000.0,Düz,LPG & Benzin,Sedan,Beyaz,1598.0,115.0,Önden Çekiş,Belirtilmemis,Sahibinden,3661,İpekyolu,5,0,1,1,2,9,,0,
3935,İstanbul,350000,2025-04-09 00:00:00,Renault,R 19,1.4 RT,1997,88000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1397.0,80.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Küçükçekmece,5,0,1,1,0,11,0.0,0,
3936,İzmir,537500,2025-04-09 00:00:00,Renault,Symbol,1.5 dCi Joy,2016,200000.0,Düz,Dizel,Sedan,Beyaz,1461.0,90.0,Önden Çekiş,Belirtilmemis,Sahibinden,3661,Bayraklı,5,0,1,2,1,9,1.0,0,2500.0
3937,Erzincan,750000,2025-04-08 00:00:00,Renault,Clio,1.5 dCi Touch,2017,120000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1461.0,90.0,Önden Çekiş,Belirtilmemis,Sahibinden,3661,Merkez,6,0,0,2,1,10,1.0,0,71000.0
3938,Adıyaman,193500,2025-04-09 00:00:00,Renault,R 9,1.4 Broadway RN,1997,236000.0,Düz,LPG & Benzin,Sedan,Beyaz,1390.0,83.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Merkez,5,0,0,0,0,13,,0,
3939,Diyarbakır,275000,2025-04-09 00:00:00,Renault,Clio,1.4 RNA,2000,292000.0,Düz,LPG & Benzin,Sedan,Beyaz,1390.0,75.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Yenişehir,5,0,0,0,0,13,,0,
3940,Ankara,310000,2025-04-09 00:00:00,Renault,Megane,1.6 Dynamique,2004,300000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1598.0,115.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Altındağ,5,0,0,10,1,2,0.0,0,
3941,Ankara,445000,2025-04-09 00:00:00,Renault,Symbol,1.2 Expression,2011,159000.0,Düz,LPG & Benzin,Sedan,Beyaz,1149.0,75.0,Önden Çekiş,Belirtilmemis,Sahibinden,1420,Polatlı,5,13,0,0,0,0,0.0,0,
3942,Ankara,170000,2025-04-09 00:00:00,Renault,R 9,1.4 Spring,1995,300000.0,Düz,LPG & Benzin,Sedan,Beyaz,1390.0,72.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Yenimahalle,5,0,0,0,0,13,,0,
3943,Adana,589999,2025-04-09 00:00:00,Renault,Clio,1.2 Joy,2015,92000.0,Düz,Benzin,Hatchback/5,Beyaz,1149.0,75.0,Önden Çekiş,Belirtilmemis,Sahibinden,71882,Seyhan,5,7,0,3,1,2,1.0,0,7000.0
3944,Zonguldak,160000,2025-04-09 00:00:00,Renault,R 19,1.4 Europa RN,1997,345000.0,Düz,LPG & Benzin,Hatchback/5,Yeşil (metalik),1397.0,55.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,,5,0,0,0,0,13,,0,
3945,İstanbul,330000,2025-04-09 00:00:00,Renault,Symbol,1.4 Authentique,2011,271000.0,Düz,LPG & Benzin,Sedan,Gri,1390.0,75.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,1.135,Ataşehir,5,0,0,8,1,4,1.0,0,1000.0
3946,Konya,190000,2025-04-09 00:00:00,Renault,R 19,1.4 Europa RNA,1998,344000.0,Düz,LPG & Benzin,Sedan,Beyaz,1397.0,75.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Selçuklu,5,0,0,0,3,10,0.0,0,
3947,Kütahya,625000,2025-04-09 00:00:00,Renault,Fluence,1.6 Extreme,2011,109000.0,Düz,Benzin,Sedan,Beyaz,1598.0,110.0,Önden Çekiş,Belirtilmemis,Sahibinden,2587,Merkez,5,0,0,4,0,9,,0,
3948,Gaziantep,470000,2025-04-09 00:00:00,Renault,Fluence,1.5 dCi Joy,2013,274000.0,Düz,Dizel,Sedan,Beyaz,1461.0,90.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,2587,Şahinbey,5,0,0,5,3,5,,0,
3949,Mersin,239000,2025-04-09 00:00:00,Renault,R 9,1.4 Broadway GTE,1995,305000.0,Düz,Benzin,Sedan,Beyaz,1390.0,83.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Toroslar,5,0,0,13,0,0,,0,
3951,Amasya,545000,2025-04-09 00:00:00,Renault,Clio,1.2 Extreme,2008,154000.0,Yarı Otomatik,Benzin,Hatchback/5,Gri (Gümüş),1149.0,80.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,219.0,Merkez,5,13,0,0,0,0,1.0,0,950.0
3952,Bingöl,255000,2025-04-09 00:00:00,Renault,Megane,1.6 RTE,1998,313000.0,Düz,Benzin,Sedan,Bordo,1598.0,90.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,436.0,Merkez,5,0,0,7,6,0,0.0,0,
3953,Ankara,585000,2025-04-09 00:00:00,Renault,Fluence,1.5 dCi Touch Plus,2013,254000.0,Yarı Otomatik,Dizel,Sedan,Gri (Gümüş),1461.0,110.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,2587,Sincan,5,4,0,8,1,0,0.0,0,
3954,Antalya,399999,2025-04-09 00:00:00,Renault,Symbol,1.5 dCi Joy,2014,300000.0,Düz,Dizel,Sedan,Beyaz,1461.0,75.0,Önden Çekiş,Belirtilmemis,Sahibinden,3661,Muratpaşa,5,0,2,2,2,7,,0,
3955,Antalya,245000,2025-04-09 00:00:00,Renault,Clio,1.4 RTA,2001,285000.0,Düz,LPG & Benzin,Hatchback/5,Mavi,1390.0,75.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,436.0,Alanya,5,13,0,0,0,0,,0,
3956,İstanbul,560000,2025-04-09 00:00:00,Renault,Megane,1.5 dCi Privilege,2011,274000.0,Yarı Otomatik,Dizel,Hatchback/5,Füme,1461.0,110.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,2587,Gaziosmanpaşa,5,0,0,9,2,2,1.0,0,10000.0
3957,Ankara,290000,2025-04-09 00:00:00,Renault,Laguna,1.6 Privilege,2003,435000.0,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1598.0,107.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Keçiören,5,0,0,0,0,13,1.0,0,650.0
3958,Sakarya,230000,2025-04-09 00:00:00,Renault,Megane,1.6 RTE,2000,377000.0,Düz,LPG & Benzin,Sedan,Siyah,1598.0,107.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,436.0,Söğütlü,5,0,0,9,3,1,,0,
3959,Konya,198000,2025-04-09 00:00:00,Renault,R 9,1.4 Broadway RL,1998,294000.0,Düz,LPG & Benzin,Sedan,Beyaz,1390.0,83.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Selçuklu,5,0,0,0,0,13,,0,
3960,Sivas,525000,2025-04-09 00:00:00,Renault,Fluence,1.5 dCi Extreme,2010,240000.0,Düz,Dizel,Sedan,Bej,1461.0,85.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,1.135,Merkez,5,7,0,4,2,0,1.0,0,2755.0
3961,Ankara,270000,2025-04-09 00:00:00,Renault,Clio,1.4 RNA,2001,277000.0,Düz,LPG & Benzin,Sedan,Mavi,1390.0,75.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,436.0,Keçiören,5,3,0,10,0,0,0.0,0,
3962,İstanbul,550000,2025-04-09 00:00:00,Renault,Megane,1.5 dCi Expression,2008,174000.0,Düz,Dizel,Hatchback/5,Gri,1461.0,100.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,436.0,Şişli,5,0,0,0,0,13,0.0,0,
3963,İstanbul,440000,2025-04-09 00:00:00,Renault,Clio,1.5 dCi Expression,2007,153000.0,Düz,Dizel,Hatchback/5,Gri (Gümüş),1461.0,85.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Eyüpsultan,5,0,0,0,2,11,1.0,0,5000.0
3964,Hatay,418000,2025-04-09 00:00:00,Renault,Fluence,1.5 dCi Business,2012,270000.0,Yarı Otomatik,Dizel,Sedan,Gri (Gümüş),1461.0,110.0,Önden Çekiş,Belirtilmemis,Sahibinden,2587,Belen,5,0,0,13,0,0,,0,
3965,İstanbul,170000,2025-04-09 00:00:00,Renault,R 11,Flash S,1994,256000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1721.0,74.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,1612,Tuzla,5,0,0,0,0,13,,0,
3966,Konya,455000,2025-04-08 00:00:00,Renault,Scenic,1.6 Privilege,2005,157000.0,Otomatik,LPG & Benzin,MPV,Füme,1598.0,115.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Meram,6,0,0,1,0,12,,0,
3967,Kırklareli,378000,2025-04-09 00:00:00,Renault,Symbol,1.5 dCi Authentique,2011,232300.0,Düz,Dizel,Sedan,Gri (Gümüş),1461.0,65.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,2587,Lüleburgaz,5,9,0,3,1,0,,0,
3968,İstanbul,525750,2025-04-09 00:00:00,Renault,Fluence,1.5 dCi Extreme Edition,2012,178500.0,Yarı Otomatik,Dizel,Sedan,Füme,1461.0,110.0,Önden Çekiş,Belirtilmemis,Sahibinden,2587,Maltepe,5,0,0,5,1,7,1.0,0,20000.0
3969,Kahramanmaraş,235000,2025-04-09 00:00:00,Renault,R 9,1.4 Broadway RN,1998,286000.0,Düz,LPG & Benzin,Sedan,Kırmızı,1390.0,83.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Çağlayancerit,5,13,0,0,0,0,,0,
3970,Ankara,385000,2025-04-09 00:00:00,Renault,Grand Scenic,1.6 Privilege,2004,320000.0,Düz,LPG & Benzin,MPV,Lacivert,1598.0,115.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,993,Altındağ,5,0,1,5,0,7,1.0,0,27239.0
3971,İstanbul,340000,2025-04-09 00:00:00,Renault,Clio,1.5 dCi Alize,2006,235000.0,Düz,Dizel,Sedan,Gri,1461.0,65.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,993,Başakşehir,5,0,2,0,4,7,,0,
